class_label,LHS,RHS
non-phishing,200209300801.g8U81ng21382,dogma.slashnull.org
non-phishing,20020827203602.G17908,prodigy.Redbrick.DCU.IE
non-phishing,200210022317.13639.eh,mad.scientist.com
non-phishing,E17wjPX-00014T-00,usw-pr-cvs1.sourceforge.net
non-phishing,20021009101127.7bc322fa.kilroy,kamakiriad.com
non-phishing,Pine.LNX.4.33.0210091125530.4480-100000,tasker.pffcu.org
non-phishing,Pine.GSO.3.95.iB1.0.1020905165508.513A-100000,vtn1
non-phishing,E17m2xi-0004yq-01,cpu59.osdn.com
non-phishing,871y8jibut.fsf,wintermute.att.cmg.nl
non-phishing,1030029953.13171.TMDA,deepeddy.vircio.com
non-phishing,200210080800.g98808K06019,dogma.slashnull.org
non-phishing,3D8B2931.B8321588,endeavors.com
non-phishing,200209100724.g8A7O9jH004727,fsck.intern.waldner.priv.at
non-phishing,200210030802.g9382eK20054,dogma.slashnull.org
non-phishing,20020822182322.64D053F25,milou.dyndns.org
non-phishing,200209240800.g8O80CC26578,dogma.slashnull.org
non-phishing,20020830070306.GA7959,amadeus.home
non-phishing,DAV491z3iWWCIhodAAM00007b3e,hotmail.com
non-phishing,20020826140448.208e3da8.kilroy,kamakiriad.com
non-phishing,Pine.BSO.4.44.0209082308280.29141-100000,crank.slack.net
non-phishing,yf2n0r3ho9g.fsf,proton.pathname.com
non-phishing,200209270800.g8R80wg00771,dogma.slashnull.org
non-phishing,200209271242.g8RCgfWq015740,cft.snafu.priv.at
non-phishing,20020909144457.A28394,greenhydrant.com
non-phishing,1030399374.2768.183.camel,avalon
non-phishing,200209261532.g8QFWfg25204,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0209111935570.23272-100000,crank.slack.net
non-phishing,20021005104303.65cc5b6d.matthias,rpmforge.net
non-phishing,200210080801.g98816K06136,dogma.slashnull.org
non-phishing,200209261528.g8QFSxg24556,dogma.slashnull.org
non-phishing,200210010801.g9181ZK15667,dogma.slashnull.org
non-phishing,200209240800.g8O80WC26604,dogma.slashnull.org
non-phishing,200209260801.g8Q81uC06496,dogma.slashnull.org
non-phishing,200210010800.g9180EK15336,dogma.slashnull.org
non-phishing,20020923145419.09A9638C,mercea.net
non-phishing,E17tITf-0006jx-01,cpu59.osdn.com
non-phishing,200210100804.g9A847K14127,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209241801010.8010-100000,hydrogen.leitl.org
non-phishing,200210100800.g9A804K13846,dogma.slashnull.org
non-phishing,200210010801.g9181tK15726,dogma.slashnull.org
non-phishing,20021003231716.5708CA879B,belphegore.hughes-family.org
non-phishing,AMEPKEBLDJJCCDEJHAMIIEHCFJAA.ejw,cse.ucsc.edu
non-phishing,3C5A2B2E.9050400,shaw.ca
non-phishing,200210100804.g9A848K14133,dogma.slashnull.org
non-phishing,5EC2AD6D2314D14FB64BDA287D25D9EF12B510,exchange1.cps.local
non-phishing,20020930235323.0e045818.ralf,camperquake.de
non-phishing,16279722375.20020830193957,aernet.ru
non-phishing,Pine.LNX.4.44.0208241002330.17440-100000,localhost.localdomain
non-phishing,200210010801.g9181MK15608,dogma.slashnull.org
non-phishing,20021004.rnl.09750400,www.dudex.net
non-phishing,30957.1033532534,dimebox.bmc.com
non-phishing,01aa01c24ae2$2a5baa70$f2812d40,landshark
non-phishing,200210030801.g9381PK19990,dogma.slashnull.org
non-phishing,E17k66A-0001hE-00,usw-pr-cvs1.sourceforge.net
non-phishing,20020823202618.GQ12303,kluge.net
non-phishing,20020206184755.D10950,pihlaja.kotilo
non-phishing,NDBBJPAGKLCMDEIEKOPBEELJIKAA.mailinglists,websitemanagers.com.au
non-phishing,20020917221558.126A8EA0A,petting-zoo.net
non-phishing,200210080800.g9880AK06028,dogma.slashnull.org
non-phishing,BADF3C947A1BD54FBA75C70C241B0B9E10AAAF,ex02.idirect.net
non-phishing,200210081647.31774.eh,mad.scientist.com
non-phishing,Pine.BSO.4.44.0209091015350.22022-100000,crank.slack.net
non-phishing,a05200a00b9c80b1bceef,[209.103.203.17]
non-phishing,Pine.BSO.4.44.0208221524380.28231-100000,crank.slack.net
non-phishing,20021002.5P6.35437100,www.dudex.net
non-phishing,20020904075504.391d7319.che666,uni.de
non-phishing,E17lK0h-0006la-01,cpu59.osdn.com
non-phishing,1032766369.1927.14.camel,jersey.fivetec.com
non-phishing,200209261531.g8QFVqg25075,dogma.slashnull.org
non-phishing,Pine.GSO.3.95.iB1.0.1020827180925.21617A-100000,vtn1
non-phishing,E17ysGU-0004CB-00,gadolinium.btinternet.com
non-phishing,20020921233650.AFB1488D3A,belphegore.hughes-family.org
non-phishing,ILEHJNJFPDLMDEKNIAKCKENKCAAA.geege,barrera.org
non-phishing,D79A56AD131896448D0860DEE07CBE1F3BABEC,med-core07.med.wayne.edu
non-phishing,p05111a24b9a5147511d2,[66.149.49.6]
non-phishing,14735.1030028118,munnari.OZ.AU
non-phishing,200209261529.g8QFTpg24761,dogma.slashnull.org
non-phishing,200209261532.g8QFWRg25155,dogma.slashnull.org
non-phishing,200209260801.g8Q81uC06498,dogma.slashnull.org
non-phishing,A6B394CA-C627-11D6-B334-000393A46DEA,alumni.caltech.edu
non-phishing,20020902115021.GA49485,paat.pair.com
non-phishing,15731.47405.983253.662388,klortho.waider.ie
non-phishing,200209261527.g8QFRhg24235,dogma.slashnull.org
non-phishing,m3admwrhzn.fsf,localhost.localdomain
non-phishing,20021001135011.74dc6814.matthias,rpmforge.net
non-phishing,Pine.BSO.4.44.0209021314550.25591-100000,crank.slack.net
non-phishing,Pine.BSO.4.44.0209210452100.24338-100000,crank.slack.net
non-phishing,Pine.LNX.4.44.0208281556450.28602-100000,aztec.zanshin.com
non-phishing,200209261528.g8QFSBg24408,dogma.slashnull.org
non-phishing,20020923090605.0A6ABC44D,argote.ch
non-phishing,m2bs76mt5a.fsf,maya.dyndns.org
non-phishing,20021009102823.0e442ee6.ralf,camperquake.de
non-phishing,DAV28zq6xEfhzL1f6Yk00001676,hotmail.com
non-phishing,20020826154319.2AD6043F99,phobos.labs.netnoteinc.com
non-phishing,20020830224207.53DEBEA0A,petting-zoo.net
non-phishing,AMEPKEBLDJJCCDEJHAMIAEHLFGAA.ejw,cse.ucsc.edu
non-phishing,F100QTyfPefLJGWSa1a00000453,hotmail.com
non-phishing,F199JycMIRpE6qCJTyt00005abe,hotmail.com
non-phishing,200209290757.g8T7v1P11760,bootstrap.sculptors.com
non-phishing,Pine.LNX.4.44.0208290714450.30051-100000,aztec.zanshin.com
non-phishing,200210080801.g98817K06148,dogma.slashnull.org
non-phishing,20020913183343.M49078,b2unow.com
non-phishing,3D6BE01E.9060403,esatclear.ie
non-phishing,200210080800.g9880QK06040,dogma.slashnull.org
non-phishing,20021003205742.3CDB7A8787,belphegore.hughes-family.org
non-phishing,200210080800.g9880UK06072,dogma.slashnull.org
non-phishing,20020829091745.A6605,nanaimo.island.net
non-phishing,yf24rdgkmbk.fsf,proton.pathname.com
non-phishing,Pine.LNX.4.33.0209061122540.30472-100000,hydrogen.leitl.org
non-phishing,NEBBKLEDELIODOCJHLPCCEJENAAA.mgm,starlingtech.com
non-phishing,3D924040.1080303,barrera.org
non-phishing,200210030803.g9383CK20107,dogma.slashnull.org
non-phishing,3D8739C4.65DE6FEE,Golux.Com
non-phishing,Pine.BSO.4.44.0209191239400.10216-100000,crank.slack.net
non-phishing,6464589899.20020901193917,magnesium.net
non-phishing,20021003163343.606db2bf.hosting,j2solutions.net
non-phishing,26040.1031911795,munnari.OZ.AU
non-phishing,200210080800.g9880TK06060,dogma.slashnull.org
non-phishing,200210081853.LAA09633,maltesecat
non-phishing,200209240800.g8O802C26518,dogma.slashnull.org
non-phishing,JHEPKCEMGPKFFDHHDDKDMEJBFIAA.bill,wstoddard.com
non-phishing,m2r8fk321u.fsf,maya.dyndns.org
non-phishing,200210080801.g98816K06142,dogma.slashnull.org
non-phishing,20021004174907.B3958EA0A,petting-zoo.net
non-phishing,20020905172602.F2693EA0A,petting-zoo.net
non-phishing,Pine.LNX.4.33.0209260102140.17974-100000,bridget.crompton.com
non-phishing,20020913190117.GG5897,kluge.net
non-phishing,E17ysNa-00048e-00,rhenium.btinternet.com
non-phishing,000c01c25b25$dbaa64d0$aca80a44,viper
non-phishing,Pine.LNX.4.44.0209060232200.13901-100000,isolnetsux.techmonkeys.net
non-phishing,010501c24f82$947b3340$7c640f0a,mfc.corp.mckee.com
non-phishing,3.0.5.32.20020917092014.01035940,pop3.norton.antivirus
non-phishing,3D6A3E77.E1DE2E71,endeavors.com
non-phishing,20021008062513.19261.qmail,dag.newtech.fi
non-phishing,003c01c26cfd$ce23e5e0$0200a8c0,JMHALL
non-phishing,20020906082644.9369B3F4EB,panacea.canonical.org
non-phishing,200210040800.g9480pK08864,dogma.slashnull.org
non-phishing,200209300801.g8U81ng21379,dogma.slashnull.org
non-phishing,200208281749.37636.matt,nightrealms.com
non-phishing,200210060800.g9680DK15200,dogma.slashnull.org
non-phishing,200210090800.g9980uK25236,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0208272128390.3982-100000,fogarty.jakma.org
non-phishing,20020904190059.87681.qmail,web20808.mail.yahoo.com
non-phishing,00c401c25039$7b055460$976fa8c0,cfl.rr.com
non-phishing,1034013290.8419.85.camel,bobcat.ods.org
non-phishing,200210080801.g98815K06130,dogma.slashnull.org
non-phishing,200209101821.LAA10179,maltesecat
non-phishing,200209040652.07546.ygingras,ygingras.net
non-phishing,p05111a40b9c1d5154087,[66.149.49.6]
non-phishing,200209261528.g8QFSRg24432,dogma.slashnull.org
non-phishing,20020906082637.DDBB83F4EB,panacea.canonical.org
non-phishing,200209021718.NAA12734,blackcomb.panasas.com
non-phishing,007e01c269c6$85605800$6401a8c0,damien
non-phishing,20020902194618.GB15737,kluge.net
non-phishing,20021004223558.1e85622d.matthias,rpmforge.net
non-phishing,200209261528.g8QFSvg24536,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0210020939580.6894-100000,urgent.rug.ac.be
non-phishing,E17yviW-0003Cq-00,tungsten.btinternet.com
non-phishing,5.1.0.14.0.20020829172833.032e1350,127.0.0.1
non-phishing,20020906175619.GC18326,kluge.net
non-phishing,Pine.LNX.4.33.0209122204150.2997-100000,hydrogen.leitl.org
non-phishing,200210020802.g9282oK31796,dogma.slashnull.org
non-phishing,200209261528.g8QFSQg24429,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0208221910560.17440-100000,localhost.localdomain
non-phishing,20020923180205.37d82e53.matthias,egwn.net
non-phishing,p05111a08b9c8e129087d,[66.149.49.6]
non-phishing,000d01c263fe$3df8be30$0200a8c0,JMHALL
non-phishing,200209300801.g8U81gg21365,dogma.slashnull.org
non-phishing,m2bs7dp3o8.fsf,maya.dyndns.org
non-phishing,200210090800.g9980VK25164,dogma.slashnull.org
non-phishing,3D9CB788.6050602,lig.net
non-phishing,Pine.BSO.4.44.0210021830180.7029-100000,crank.slack.net
non-phishing,p04310109b98aa91a16c0,[198.248.208.11]
non-phishing,3D89AA17.4090005,leenx.co.za
non-phishing,1030576078.1643.61.camel,bobcat.ods.org
non-phishing,200209270801.g8R817g00837,dogma.slashnull.org
non-phishing,200209300801.g8U81eg21347,dogma.slashnull.org
non-phishing,3D6BC527.28671.1437E0A,localhost
non-phishing,200210010801.g9181uK15728,dogma.slashnull.org
non-phishing,20020913144647.E8CED5D04,ptavv.es.net
non-phishing,Pine.LNX.4.44.0210081145060.18762-100000,chip.ath.cx
non-phishing,Pine.BSO.4.44.0209061529380.32013-100000,crank.slack.net
non-phishing,LISTMANAGER-949326-32914-2002.08.30-17.47.31--zzzz-ryanair#example.com,mail.ryanairmail.com
non-phishing,200208221811.LAA21283,maltesecat
non-phishing,5EC2AD6D2314D14FB64BDA287D25D9EF12B50F,exchange1.cps.local
non-phishing,1032817721.21925.54.camel,avalon
non-phishing,Pine.LNX.4.33.0209030804570.3124-100000,hydrogen.leitl.org
non-phishing,200210010801.g91816K15547,dogma.slashnull.org
non-phishing,31C6D68FA597D411B04D00E02965883BD239FB,mailhost
non-phishing,ILEHJNJFPDLMDEKNIAKCEEEOCAAA.geege,barrera.org
non-phishing,20020828184218.399CE43F99,phobos.labs.netnoteinc.com
non-phishing,200210090800.g9980aK25198,dogma.slashnull.org
non-phishing,4370000.1033464561,spawn.se7en.org
non-phishing,m2bs77uaea.fsf,maya.dyndns.org
non-phishing,Pine.LNX.4.44.0209021444400.8543-100000,aztec.zanshin.com
non-phishing,15715.51974.572757.759436,leng.uraeus.com
non-phishing,1033696039.2551.0.camel,gandalf
non-phishing,20020920104055.201c2986.matthias,rpmforge.net
non-phishing,200210010801.g9181OK15629,dogma.slashnull.org
non-phishing,3D84F004.7000805,perkel.com
non-phishing,200210050800.g9580UK02522,dogma.slashnull.org
non-phishing,E17yjc8-0004NL-01,cpu59.osdn.com
non-phishing,Pine.BSO.4.44.0209101230560.9128-100000,crank.slack.net
non-phishing,3C5E85EA.2020402,sunnmore.net
non-phishing,yf2n0r6k104.fsf,proton.pathname.com
non-phishing,32978.194.125.173.10.1030577657.squirrel,example.com
non-phishing,E17sD32-00014x-00,cpu59.osdn.com
non-phishing,200210090800.g9980ZK25195,dogma.slashnull.org
non-phishing,200209261532.g8QFWAg25106,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0209210205540.1828-100000,crank.slack.net
non-phishing,3DA1DE4B.7080401,cse.ucsc.edu
non-phishing,200210010801.g9181XK15645,dogma.slashnull.org
non-phishing,26732.1031930098,bhuta
non-phishing,200210010802.g91826K15751,dogma.slashnull.org
non-phishing,A5393302-C750-11D6-A53C-003065F93D3A,topsail.org
non-phishing,200210040800.g9480hK08838,dogma.slashnull.org
non-phishing,20020829000606.5906404a.matthias,egwn.net
non-phishing,20020822152545.GJ3670,jinny.ie
non-phishing,20020908232416.51F943F4E8,panacea.canonical.org
non-phishing,19164789201.20020930135949,magnesium.net
non-phishing,20020827182710.A6871-100000,moon.campus.luth.se
non-phishing,Pine.LNX.4.44.0209091151590.23413-100000,isolnetsux.techmonkeys.net
non-phishing,E17zSZ8-0004iB-01,cpu59.osdn.com
non-phishing,200209260801.g8Q81UC06452,dogma.slashnull.org
non-phishing,200209102325.g8ANP2KX022602,fsck.intern.waldner.priv.at
non-phishing,20021007212722.4923.qmail,dag.newtech.fi
non-phishing,20021004052213.0ac86d78.kilroy,kamakiriad.com
non-phishing,20020910183907.2310f32c.matthias,egwn.net
non-phishing,20020905191820.C5351,greenhydrant.com
non-phishing,200209300801.g8U81dg21338,dogma.slashnull.org
non-phishing,200209290801.g8T81Sg03476,dogma.slashnull.org
non-phishing,6EA7567E-BC2D-11D6-9CA1-00306565A7B2,linkcreations.com.mx
non-phishing,3D7344D7.6010702,waider.ie
non-phishing,3D8F4288.2000103,permafrost.net
non-phishing,200209270800.g8R80tg00728,dogma.slashnull.org
non-phishing,20020923174830.068C516F03,example.com
non-phishing,20020923084711.79045d91.hosting,j2solutions.net
non-phishing,200210080800.g98808K06022,dogma.slashnull.org
non-phishing,001501c24e28$d2c3c960$21aa9840,oemcomputer
non-phishing,20020822165508.1F95B3F24,milou.dyndns.org
non-phishing,1012620964.5580.5.camel,localhost.localdomain
non-phishing,20021002105324.5ee715d2.matthias,egwn.net
non-phishing,DAV16XoivCNoMKrwDVT0000bc1e,hotmail.com
non-phishing,200209261531.g8QFVZg25032,dogma.slashnull.org
non-phishing,1033953429.13890.4.camel,AMD1800
non-phishing,DAV19uS7sBdxkiiZIHd0000ac6c,hotmail.com
non-phishing,20020826213508.A40199,azrael.smilehouse.com
non-phishing,3D6DFDED.3000304,myrealbox.com
non-phishing,1034133437.26329.75.camel,ckk.rdu.example.com
non-phishing,AF40EEDE-B65C-11D6-8F61-00039396ECF2,deersoft.com
non-phishing,200210070800.g9780dK23242,dogma.slashnull.org
non-phishing,20020828104813.C1470,barge.tcd.ie
non-phishing,Pine.BSO.4.44.0208230113400.8637-100000,crank.slack.net
non-phishing,20020920182230.3f487196.matthias,rpmforge.net
non-phishing,97E3260093E08D43A791F2DF1584C29708369C,ATLAS2K.atlasalu.ie
non-phishing,E146D042F119D211B16F00A0CC32B87F8D11BB,mrwhite.privacyright.com
non-phishing,200210080801.g9881MK06184,dogma.slashnull.org
non-phishing,2404C790-CBC5-11D6-9930-003065F93D3A,topsail.org
non-phishing,200209300801.g8U81vg21403,dogma.slashnull.org
non-phishing,E17mPRE-0001mo-01,cpu59.osdn.com
non-phishing,20020826223810.AB8A13F21,milou.dyndns.org
non-phishing,000701c26361$74e027a0$0200a8c0,JMHALL
non-phishing,12683.1030438738,munnari.OZ.AU
non-phishing,Pine.LNX.4.44.0209051902190.23153-100000,burgers.bubbanfriends.org
non-phishing,200210070800.g9780eK23248,dogma.slashnull.org
non-phishing,200210100804.g9A849K14149,dogma.slashnull.org
non-phishing,20021002100919.2e3168a8.matthias,rpmforge.net
non-phishing,200209052140.g85Ler718109,siva.sandcraft.com
non-phishing,Pine.BSO.4.44.0208270013110.5449-100000,crank.slack.net
non-phishing,p05111a45b9c1d8f5291b,[66.149.49.6]
non-phishing,16323.1030043119,munnari.OZ.AU
non-phishing,Pine.BSO.4.44.0209231228470.21099-100000,crank.slack.net
non-phishing,1034008552.1872.10.camel,AMD1800
non-phishing,F160luCBcKfExvWvqzA00000209,hotmail.com
non-phishing,200210040800.g9480pK08868,dogma.slashnull.org
non-phishing,E17jyCb-0002sj-00,carbon
non-phishing,53964.137.43.13.22.1033983339.squirrel,squirrelmail.netsoc.ucd.ie
non-phishing,001601c25e89$2f06a3d0$0200a8c0,JMHALL
non-phishing,3D651472.7080101,corvil.com
non-phishing,200210090800.g9980tK25230,dogma.slashnull.org
non-phishing,E17q2C7-0007nn-00,cpu59.osdn.com
non-phishing,3D9D3D32.5080404,punkass.com
non-phishing,3DA3294A.8000209,cse.ucsc.edu
non-phishing,Pine.BSO.4.44.0210021731240.16631-100000,crank.slack.net
non-phishing,p05111a5ab9c2875b09bf,[66.149.49.6]
non-phishing,007001c24e0e$b4e9e010$0200a8c0,JMHALL
non-phishing,ILEHJNJFPDLMDEKNIAKCMEECCAAA.geege,barrera.org
non-phishing,Pine.LNX.4.33.0208271708580.10823-100000,watcher.mithral.com
non-phishing,p05111a3fb9a287d61dd7,[66.149.49.6]
non-phishing,BCEFLMCEIJHPCPLGADJIMEFLCAAA.kiall,redpie.com
non-phishing,253B1BDA4E68D411AC3700D0B77FC5F807C0F446,patsydan.dublin.hp.com
non-phishing,02082711315303.08779,wilson
non-phishing,E17m2xb-0004tg-00,cpu59.osdn.com
non-phishing,200210060800.g9680ZK15233,dogma.slashnull.org
non-phishing,3D789278.23084.52C5EEE3,localhost
non-phishing,3D70306F.8090201,eecs.berkeley.edu
non-phishing,200210010801.g9181AK15555,dogma.slashnull.org
non-phishing,3642.1031627218,dimebox
non-phishing,20020910190202.7528f4a2.matthias_haase,bennewitz.com
non-phishing,20020828110419.C7705,wanadoo.fr
non-phishing,E17wYlE-00083Y-00,cpu59.osdn.com
non-phishing,200210060800.g9680eK15257,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0209060955350.7740-100000,localhost.localdomain
non-phishing,20020909191229.EBB3DB1,whatexit.org
non-phishing,20020919221046.7484dec6.hosting,j2solutions.net
non-phishing,20021008094334.57b0c988.matthias,rpmforge.net
non-phishing,20020906052208.C3692A3C5E,belphegore.hughes-family.org
non-phishing,20020827222102.9B6DFEA0A,petting-zoo.net
non-phishing,3D9E1CFE.6020405,endeavors.com
non-phishing,B9A05063.D7DA%jamesr,best.com
non-phishing,200210010801.g9181kK15695,dogma.slashnull.org
non-phishing,200209092206.33219.eh,mad.scientist.com
non-phishing,200209250800.g8P80EC18031,dogma.slashnull.org
non-phishing,200210090801.g99813K25269,dogma.slashnull.org
non-phishing,200210081142.39259.donncha.ocaoimh,tradesignals.com
non-phishing,ILEHJNJFPDLMDEKNIAKCMEHJCAAA.geege,barrera.org
non-phishing,3D64EEB0.2050502,ee.ed.ac.uk
non-phishing,20020827.HLj.85891900,www.dudex.net
non-phishing,200209020319.13260.eh,mad.scientist.com
non-phishing,031901c26055$f4aefab0$0300a8c0,oracle
non-phishing,Pine.LNX.4.44.0209060258400.13901-100000,isolnetsux.techmonkeys.net
non-phishing,200208221811.g7MIBJdr004189,sionnach.ireland.sun.com
non-phishing,20021007192851.11d250b8.matthias,rpmforge.net
non-phishing,3D8FEC94.8050207,alumni.rice.edu
non-phishing,NFBBLLNFCLHJOMCAPMINGEBJCHAA.delta407,lerfjhax.com
non-phishing,20020204164205.A20308,cs.helsinki.fi
non-phishing,Pine.LNX.4.44.0209161114300.17242-100000,aztec.zanshin.com
non-phishing,Pine.LNX.4.33.0208261952490.6249-100000,watcher.mithral.com
non-phishing,155207191859.20020905234116,magnesium.net
non-phishing,004401c26025$c4aa3260$01000001,iS3Inc
non-phishing,Pine.LNX.4.44.0209281214340.23714-100000,isolnetsux.techmonkeys.net
non-phishing,p05111a02b9b61e7e3e3f,[66.149.49.6]
non-phishing,p05111a20b9c9098b7f7c,[66.149.49.6]
non-phishing,000c01c26347$730dd770$0200a8c0,JMHALL
non-phishing,Pine.LNX.4.33.0209040831070.15920-100000,watcher.mithral.com
non-phishing,Pine.LNX.4.44.0209292055400.11482-100000,urgent.rug.ac.be
non-phishing,200209190946.g8J9k1308152,hobbit.linuxworks.com.au.nospam
non-phishing,200208281615.18731,malte.stretz.eu.org
non-phishing,200209240800.g8O80ZC26622,dogma.slashnull.org
non-phishing,1030057980.1199.4.camel,binkley
non-phishing,Pine.LNX.4.44.0210071418150.15579-100000,isolnetsux.techmonkeys.net
non-phishing,200209270801.g8R812g00792,dogma.slashnull.org
non-phishing,200210030802.g9382MK20045,dogma.slashnull.org
non-phishing,20021001095201.95CB616F03,example.com
non-phishing,200210020800.g9280wK31693,dogma.slashnull.org
non-phishing,EB0AF9F0-B5FC-11D6-A91E-00039396ECF2,deersoft.com
non-phishing,Pine.LNX.4.33.0209250308190.21252-100000,hydrogen.leitl.org
non-phishing,Pine.LNX.4.44.0208241111100.17440-100000,localhost.localdomain
non-phishing,m2elci2zzo.fsf,maya.dyndns.org
non-phishing,200209230511.BAA10303,blackcomb.panasas.com
non-phishing,LMbNj3ALUgZ9EA19,jblaptop.voidstar.com
non-phishing,200209230500.BAA08762,blackcomb.panasas.com
non-phishing,E17kBa2-00013s-00,usw-pr-cvs1.sourceforge.net
non-phishing,3D6CA455.4010907,permafrost.net
non-phishing,20020919.6le.46623700,www.dudex.net
non-phishing,200209300801.g8U81fg21359,dogma.slashnull.org
non-phishing,200210080801.g98814K06116,dogma.slashnull.org
non-phishing,20021003212153.87EB0A87E2,belphegore.hughes-family.org
non-phishing,p05111a02b992bbb1c841,[66.149.49.6]
non-phishing,JHEPKCEMGPKFFDHHDDKDAEEMFFAA.bill,wstoddard.com
non-phishing,E17kAzN-0006Td-00,usw-pr-cvs1.sourceforge.net
non-phishing,20021003123319.A1149,free.transpect.com
non-phishing,20020903192326.C9DA533986,LINPDC.eclipsys.qc.ca
non-phishing,1030506273.18567.TMDA,omega.paradigm-omega.net
non-phishing,29947.1030330704,dimebox
non-phishing,3D74593D.2050608,sciences.univ-nantes.fr
non-phishing,1032792084.19602.TMDA,deepeddy.vircio.com
non-phishing,200209130231.g8D2VO021580,hobbit.linuxworks.com.au.nospam
non-phishing,Pine.GSO.4.40.0210090958490.23487-100000,Prodigy
non-phishing,1032289276.2646.35.camel,avalon
non-phishing,20020201161552.3497fbfd.matthias,egwn.net
non-phishing,200209111952.g8BJqPrl020350,turing-police.cc.vt.edu
non-phishing,001101c25441$bdcd7000$7099409b,evergreen.local
non-phishing,16828.1033599653,dimebox.bmc.com
non-phishing,10770315074.20020909094137,magnesium.net
non-phishing,200209131705.g8DH5Or30284,lin12.triumf.ca
non-phishing,3D9BEC4A.2050900,punkass.com
non-phishing,200210080801.g9881MK06178,dogma.slashnull.org
non-phishing,200210010801.g9181YK15652,dogma.slashnull.org
non-phishing,m2vg4x47km.fsf,maya.dyndns.org
non-phishing,200209300801.g8U81dg21345,dogma.slashnull.org
non-phishing,F80BF485-DB2E-11D6-B1B1-000393A46DEA,alumni.caltech.edu
non-phishing,20020918113624.2B27716F18,example.com
non-phishing,Pine.GSO.4.30L.0209091538070.29646-100000,multics.mit.edu
non-phishing,20020822163641.GN3670,jinny.ie
non-phishing,65C23A43-B488-11D6-B8E9-0030657C53EA,ianbell.com
non-phishing,3D64F610.80104,startechgroup.co.uk
non-phishing,008701c24a16$e3443830$0200a8c0,JMHALL
non-phishing,200210010801.g9181hK15687,dogma.slashnull.org
non-phishing,20020822184303.2E5BCF5B3,tater
non-phishing,DAV76icUbvBDxroC6PO000076de,hotmail.com
non-phishing,3D6DA650.2040300,yale.edu
non-phishing,20020823084435.D5070C44E,argote.ch
non-phishing,Pine.LNX.4.33.0209011921330.3235-100000,watcher.mithral.com
non-phishing,200208262039.NAA20810,stories2.idg.net
non-phishing,200209260801.g8Q81PC06414,dogma.slashnull.org
non-phishing,20021003211657.0D5A8A87E2,belphegore.hughes-family.org
non-phishing,200210010801.g91819K15552,dogma.slashnull.org
non-phishing,003701c25db5$e9d7e860$0200a8c0,JMHALL
non-phishing,200209241808.g8OI8LM8068943,schooner.loverso.southborough.ma.us
non-phishing,3D655B37.2901.1DB12A,localhost
non-phishing,Pine.LNX.4.44.0209090750320.23413-100000,isolnetsux.techmonkeys.net
non-phishing,Pine.OSF.4.44.0208281659320.3984-100000,falcon.dickinson.edu
non-phishing,5217441703.20020824161736,cyborgnation.org
non-phishing,E17wCHV-0005A6-00,cpu59.osdn.com
non-phishing,E17yjbz-0004GC-00,cpu59.osdn.com
non-phishing,200210050800.g9580nK02560,dogma.slashnull.org
non-phishing,F229RPxMICOBtAMk87R00015fe2,hotmail.com
non-phishing,p04310112b98ad76ff998,[198.248.208.11]
non-phishing,200210010801.g9181ZK15664,dogma.slashnull.org
non-phishing,007001c24e0e$b4e9e010$0200a8c0,JMHALL
non-phishing,20020826173313.T97541-100000,moon.campus.luth.se
non-phishing,20020905172602.F2693EA0A,petting-zoo.net
non-phishing,200209250800.g8P80KC18064,dogma.slashnull.org
non-phishing,20020928183754.13ba9173.matthias,egwn.net
non-phishing,200210030801.g9381wK20010,dogma.slashnull.org
non-phishing,13258.1030015585,munnari.OZ.AU
non-phishing,20021008200145.A16895,canarsie.horizonlive.com
non-phishing,200210060800.g9680ZK15236,dogma.slashnull.org
non-phishing,E17rqZa-0002m0-00,cpu59.osdn.com
non-phishing,496E31A690F7D311B93C0008C789494C07F08AC1,zei02exm01.cork.cig.mot.com
non-phishing,Pine.LNX.4.44.0209091900310.1341-100000,burgers.bubbanfriends.org
non-phishing,Pine.BSO.4.44.0209181624450.27653-100000,crank.slack.net
non-phishing,20020827211008.Y6871-100000,moon.campus.luth.se
non-phishing,a05200a0eb9c7afb32c0d,[209.103.203.97]
non-phishing,200210010801.g9181nK15714,dogma.slashnull.org
non-phishing,95745878-D05F-11D6-8F1E-000393A46DEA,alumni.caltech.edu
non-phishing,Pine.LNX.4.33.0209100707020.13649-100000,hydrogen.leitl.org
non-phishing,AMEPKEBLDJJCCDEJHAMIGEGEFFAA.ejw,cse.ucsc.edu
non-phishing,DAV36vNoNBpsiLEMv9T00002c07,hotmail.com
non-phishing,200209261531.g8QFVpg25072,dogma.slashnull.org
non-phishing,ak32r3+4q45,eGroups.com
non-phishing,6367.1033569248,dimebox.bmc.com
non-phishing,Pine.BSO.4.44.0209121604440.12577-100000,crank.slack.net
non-phishing,20020906005315.GH29663,kluge.net
non-phishing,20021009085508.7d183613.matthias,rpmforge.net
non-phishing,3D6C98AE.7172.23FD4363,localhost
non-phishing,20020920120334.6CA7916F03,example.com
